product_id,domain,impersonate,url,http_status,success,name,sku,price,currency,image,category,description,error
100102,www.glamira.sg,chrome136,https://www.glamira.sg/catalog/product/view/id/100102,200,True,Women's Earring Mariutz,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/mariutz1/diamond/diamond-Brillant_AAA/alloycolour/white.jpg,,Women's Earring Mariutz in 0.24 Carat Round cut 14ct White Gold Diamond at GLAMIRA | Online Shopping | Free Engraving | Finest Jewellery | Free Shipping,
100075,www.glamira.com.uy,safari184,https://www.glamira.com.uy/catalog/product/view/id/100075,200,True,Pendiente de mujer Beder,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/Beder/diamond/sapphire_AAA/alloycolour/white.jpg,,Compre su Pendiente de mujer Beder en corte Redondo 0.42 Quilates 9k Oro Blanco Zafiro online en GLAMIRA. ✓Política de devoluciones de 60 días ☆Personalícelo y pídalo ahora.,
100097,www.glamira.com.tr,edge101,https://www.glamira.com.tr/catalog/product/view/id/100097,200,True,Kadın Küpe Golnar,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/Golnar/diamond/blackdiamond_AAA/alloycolour/white.jpg,,Kadın Küpe Golnar 9 Ayar Beyaz Altın - Siyah Pırlanta modelini kendi zevkinize göre tasarlayın. Sipariş üzerine özenle üretilir. 60 gün iade hakkı ve güvenli alışveriş güvencesi.,
100107,www.glamira.com.tr,firefox133,https://www.glamira.com.tr/catalog/product/view/id/100107,200,True,Kadın Küpe Onorata,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/Onorata/diamond/lab-grown-diamond_AAA/alloycolour/white.jpg,,Kadın Küpe Onorata 9 Ayar Beyaz Altın - Laboratuvar Pırlantası modelini kendi zevkinize göre tasarlayın. Sipariş üzerine özenle üretilir. 60 gün iade hakkı ve güvenli alışveriş güvencesi.,
100089,www.glamira.com.ua,chrome120,https://www.glamira.com.ua/catalog/product/view/id/100089,200,True,Buy customized diamond jewellery | GLAMIRA Jewelry,,,,https://cdn-media.glamira.com/media/opengraph/default/short-logo_5.png,,"Buy beautiful customized gold and diamond Glamira jewellery online, 60 day returns and free shipping, personalized for your wedding & engagement, anniversary, birthdays. GL and GIA certified diamonds.",
100125,www.glamira.com.ua,firefox133,https://www.glamira.com.ua/catalog/product/view/id/100125,200,True,Buy customized diamond jewellery | GLAMIRA Jewelry,,,,https://cdn-media.glamira.com/media/opengraph/default/short-logo_5.png,,"Buy beautiful customized gold and diamond Glamira jewellery online, 60 day returns and free shipping, personalized for your wedding & engagement, anniversary, birthdays. GL and GIA certified diamonds.",
100126,www.glamira.al,chrome136,https://www.glamira.al/catalog/product/view/id/100126,200,True,Women's Earring Vamika,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/Vamika/diamond/lab-grown-diamond_AAA/stone2/lab-grown-diamond_AAA/alloycolour/white.jpg,,Buy 0.92 Carat Round cut 585 i bardhë lab-grown-diamond Women's Earring Vamika online at GLAMIRA. ✓60-day return policy ☆Customize and order your own now.,
100130,www.glamira.sg,chrome124,https://www.glamira.sg/catalog/product/view/id/100130,200,True,Kid's Ring Aefre,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U001/diamond/lab-grown-diamond_AAA/alloycolour/white_red.jpg,,Kid's Ring Aefre in 0.039 Carat Round cut 14ct White & Rose Gold Lab Grown Diamond at GLAMIRA | Online Shopping | Free Engraving | Finest Jewellery | Free Shipping,
100145,www.glamira.com.uy,firefox144,https://www.glamira.com.uy/catalog/product/view/id/100145,200,True,Anillo para Niño Suellen,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U016/diamond/lab-grown-diamond_AAA/alloycolour/white_red.jpg,,Compre su Anillo para Niño Suellen en corte Redondo 0.048 Quilates 14k Oro Blanco & Rosa Diamante cultivado en laboratorio online en GLAMIRA. ✓Política de devoluciones de 60 días ☆Personalícelo y pídalo ahora.,
100132,www.glamira.ie,safari180,https://www.glamira.ie/catalog/product/view/id/100132,200,True,Kid's Ring Algan,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U003/diamond/pink-tourmaline_AAA/alloycolour/white.jpg,,Purchase 0.096 Carat Round cut 9ct White Gold Pink Tourmaline Kid's Ring Algan now at GLAMIRA ✓High quality jewellery ☆Personalise and buy your own,
100144,www.glamira.com.bo,safari180,https://www.glamira.com.bo/catalog/product/view/id/100144,200,True,Anillo para Niño Stanwyk,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U015/diamond/amethyst_AAA/alloycolour/white_red.jpg,,Compre su Anillo para Niño Stanwyk en Redondo talla 0.048 Quilates 14k Oro Blanco & Rosa Amatista online en GLAMIRA. ✓Política de devoluciones de 60 días ☆Personalícelo y pídalo ahora.,
100152,www.glamira.ie,chrome124,https://www.glamira.ie/catalog/product/view/id/100152,200,True,Kid's Ring Trixie,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U023/diamond/diamond-Brillant_AAA/alloycolour/yellow.jpg,,Purchase 0.008 Carat Round cut 9ct Yellow Gold Diamond Kid's Ring Trixie now at GLAMIRA ✓High quality jewellery ☆Personalise and buy your own,
100156,www.glamira.com.bo,safari184,https://www.glamira.com.bo/catalog/product/view/id/100156,200,True,Anillo para Niño Welss,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U027/diamond/garnet_AAA/alloycolour/yellow.jpg,,Compre su Anillo para Niño Welss en Redondo talla 0.03 Quilates 9k Oro Amarillo Granate online en GLAMIRA. ✓Política de devoluciones de 60 días ☆Personalícelo y pídalo ahora.,
100147,www.glamira.com.tr,safari180,https://www.glamira.com.tr/catalog/product/view/id/100147,200,True,Çocuk Yüzük Taina,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U018/diamond/blackdiamond_AAA/alloycolour/yellow.jpg,,Çocuk Yüzük Taina 9 Ayar Sarı Altın - Siyah Pırlanta modelini kendi zevkinize göre tasarlayın. Sipariş üzerine özenle üretilir. 60 gün iade hakkı ve güvenli alışveriş güvencesi.,
100153,www.glamira.com.bo,firefox135,https://www.glamira.com.bo/catalog/product/view/id/100153,200,True,Anillo para Niño Verley,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U024/diamond/lab-grown-diamond_AAA/alloycolour/white.jpg,,Compre su Anillo para Niño Verley en Redondo talla 0.032 Quilates 9k Oro Blanco Diamante cultivado en laboratorio online en GLAMIRA. ✓Política de devoluciones de 60 días ☆Personalícelo y pídalo ahora.,
100170,www.glamira.al,firefox144,https://www.glamira.al/catalog/product/view/id/100170,200,True,Kid's Ring Thayne,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U041/alloycolour/red_white.jpg,,Buy red_white-585 Kid's Ring Thayne online at GLAMIRA. ✓60-day return policy ☆Customize and order your own now.,
100172,www.glamira.ie,chrome136,https://www.glamira.ie/catalog/product/view/id/100172,200,True,Kid's Ring Yetta,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U043/alloycolour/white_red.jpg,,Purchase 14ct White & Rose Gold Kid's Ring Yetta now at GLAMIRA ✓High quality jewellery ☆Personalise and buy your own,
100184,www.glamira.com.uy,firefox133,https://www.glamira.com.uy/catalog/product/view/id/100184,200,True,Anillo para Niño Thomdic,,,,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/KDR-U055/alloycolour/white.jpg,,Compre su Anillo para Niño Thomdic en 9k Oro Blanco online en GLAMIRA. ✓Política de devoluciones de 60 días ☆Personalícelo y pídalo ahora.,
